Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2019-01-01,CENTURYTEX,EQ,922.95,925.0,927.0,909.25,925.0,922.4,918.97,315496,28993048875000.0,8326.0,19222.0,0.0609
2019-01-02,CENTURYTEX,EQ,922.4,923.95,923.95,900.7,903.0,905.6,911.59,324587,29588999795000.0,7947.0,34240.0,0.1055
2019-01-03,CENTURYTEX,EQ,905.6,905.0,919.5,894.0,900.9,898.15,907.79,456198,41413413555000.0,16195.0,65998.0,0.14470000000000002
2019-01-04,CENTURYTEX,EQ,898.15,903.6,912.0,884.5,908.35,908.35,898.79,522486,46960676360000.0,11463.0,25333.0,0.0485
2019-01-07,CENTURYTEX,EQ,908.35,915.0,918.65,901.0,902.15,905.15,910.85,360208,32809578450000.0,11877.0,67721.0,0.188
2019-01-08,CENTURYTEX,EQ,905.15,907.8,912.0,897.7,904.45,905.45,905.72,339243,30725771225000.0,5858.0,37773.0,0.1113
2019-01-09,CENTURYTEX,EQ,905.45,910.2,912.7,884.1,894.9,896.65,899.25,355954,32009112500000.0,9110.0,50490.0,0.1418
2019-01-10,CENTURYTEX,EQ,896.65,898.95,901.0,885.0,887.95,890.5,894.61,303127,27118187395000.0,7550.0,48531.0,0.16010000000000002
2019-01-11,CENTURYTEX,EQ,890.5,894.0,898.8,881.0,893.3,893.7,887.77,434729,38593754750000.0,11716.0,39267.0,0.0903
2019-01-14,CENTURYTEX,EQ,893.7,889.9,889.9,875.2,885.15,885.5,881.82,332022,29278334770000.0,8084.0,19800.0,0.0596
2019-01-15,CENTURYTEX,EQ,885.5,887.5,900.0,887.5,893.25,892.25,894.01,273714,24470204455000.0,5778.0,56036.0,0.2047
2019-01-16,CENTURYTEX,EQ,892.25,896.0,909.0,891.15,900.0,902.2,903.4,509583,46035909715000.0,11302.0,91705.0,0.18
2019-01-17,CENTURYTEX,EQ,902.2,904.0,904.55,879.3,894.85,893.95,891.5,395449,35254204285000.0,10083.0,97738.0,0.2472
2019-01-18,CENTURYTEX,EQ,893.95,895.0,897.5,877.5,879.0,882.15,886.18,214695,19025806455000.0,5344.0,34313.0,0.1598
2019-01-21,CENTURYTEX,EQ,882.15,884.7,890.95,875.6,888.0,885.6,882.84,231324,20422181655000.0,6970.0,33835.0,0.1463
2019-01-22,CENTURYTEX,EQ,885.6,893.0,895.6,867.2,874.95,877.1,879.77,914472,80452554400000.0,20532.0,92980.0,0.1017
2019-01-23,CENTURYTEX,EQ,877.1,876.0,893.9,871.4,883.35,885.9,885.12,395664,35021204495000.0,16806.0,87704.0,0.2217
2019-01-24,CENTURYTEX,EQ,885.9,888.0,888.0,867.2,869.0,871.3,874.2,411896,36007809940000.0,13642.0,77603.0,0.1884
2019-01-25,CENTURYTEX,EQ,871.3,880.0,881.85,828.3,834.75,836.6,855.27,779079,66632086370000.01,30157.0,237987.0,0.3055
2019-01-28,CENTURYTEX,EQ,836.6,831.0,836.0,791.2,810.0,813.05,812.42,1751784,142318345740000.0,48282.0,251508.0,0.1436
2019-01-29,CENTURYTEX,EQ,813.05,808.0,823.5,786.55,802.9,795.05,803.58,886624,71247628820000.0,25700.0,266173.0,0.3002
2019-01-30,CENTURYTEX,EQ,795.05,796.1,805.05,783.05,799.95,800.05,795.27,395184,31427989325000.0,11312.0,65128.0,0.1648
2019-01-31,CENTURYTEX,EQ,800.05,800.6,805.75,786.4,795.0,793.6,794.17,541762,43024941525000.0,11332.0,140572.0,0.2595
2019-02-01,CENTURYTEX,EQ,793.6,797.5,809.75,782.55,793.0,791.65,798.54,413461,33016512645000.0,10150.0,41806.0,0.1011
2019-02-04,CENTURYTEX,EQ,791.65,795.95,797.5,758.25,761.0,764.9,769.33,773778,59529364454999.99,32755.0,209323.0,0.2705
2019-02-05,CENTURYTEX,EQ,764.9,761.0,770.1,742.0,749.9,749.9,755.34,739750,55876104425000.0,34096.0,219671.0,0.297
2019-02-06,CENTURYTEX,EQ,749.9,750.5,765.8,737.6,759.1,762.9,750.94,623005,46784216190000.0,21085.0,154064.0,0.2473
2019-02-07,CENTURYTEX,EQ,762.9,763.1,774.75,756.3,762.85,762.95,765.81,647167,49560580695000.0,21066.0,98946.0,0.1529
2019-02-08,CENTURYTEX,EQ,762.95,759.0,776.65,751.5,753.2,755.4,767.49,628759,48256830255000.0,26818.0,158763.0,0.2525
2019-02-11,CENTURYTEX,EQ,755.4,755.6,755.6,730.6,737.0,736.35,737.84,467639,34504236060000.004,13512.0,59177.0,0.1265
2019-02-12,CENTURYTEX,EQ,736.35,730.1,747.2,729.15,736.5,734.45,738.8,505554,37350529450000.0,15146.0,87116.0,0.1723
2019-02-13,CENTURYTEX,EQ,734.45,739.8,742.1,721.85,721.85,726.45,733.14,450226,33008052475000.0,22782.0,92681.0,0.2059
